ax,ay,az,mx,my,mz,gx,gy,gz,pitch,roll,yaw
0.567,0.491,0.655,2.000,-37.000,28.000,27.222,-185.852,67.200,-0.57,2.72,-0.55
0.495,0.428,0.572,3.000,-26.000,40.000,32.959,-153.015,47.668,-0.55,2.74,-0.57
0.436,0.389,0.492,3.000,-26.000,40.000,42.175,-142.639,36.011,-0.53,2.75,-0.59
0.294,0.303,0.364,3.000,-26.000,40.000,29.724,-165.466,28.931,-0.51,2.76,-0.61
0.226,0.242,0.432,3.000,-26.000,40.000,-9.583,-199.158,25.818,-0.48,2.77,-0.62
0.198,0.173,0.535,3.000,-26.000,40.000,-18.677,-208.130,27.222,-0.45,2.78,-0.64
0.091,0.156,0.577,3.000,-15.000,42.000,-12.817,-216.980,40.161,-0.42,2.78,-0.66
-0.053,0.177,0.602,3.000,-15.000,42.000,-2.563,-225.281,55.969,-0.39,2.79,-0.69
-0.220,0.169,0.593,3.000,-15.000,42.000,-1.038,-236.694,66.772,-0.35,2.80,-0.71
-0.411,0.151,0.618,3.000,-15.000,42.000,-2.930,-258.057,76.660,-0.32,2.81,-0.74
-0.636,0.144,0.689,3.000,-15.000,42.000,-5.798,-282.715,93.445,-0.28,2.82,-0.77
-0.807,0.180,0.736,0.000,6.000,38.000,19.836,-315.125,131.042,-0.23,2.83,-0.81
-0.994,0.339,0.880,0.000,6.000,38.000,39.612,-351.624,158.813,-0.18,2.84,-0.86
-0.902,0.442,1.024,0.000,6.000,38.000,40.955,-337.891,150.513,-0.14,2.86,-0.90
-0.928,0.476,1.021,0.000,6.000,38.000,43.762,-316.101,138.367,-0.09,2.87,-0.93
-0.931,0.490,0.976,0.000,6.000,38.000,49.683,-278.748,111.755,-0.05,2.88,-0.96
-0.929,0.528,0.920,0.000,6.000,38.000,65.369,-247.437,89.233,-0.01,2.89,-0.99
-1.070,0.574,0.845,-6.000,18.000,31.000,82.153,-220.032,65.063,0.02,2.90,-1.01
-1.167,0.593,0.859,-6.000,18.000,31.000,78.552,-203.552,33.081,0.05,2.92,-1.02
-1.142,0.578,0.901,-6.000,18.000,31.000,60.181,-185.242,-5.798,0.08,2.93,-1.03
-1.013,0.489,0.948,-6.000,18.000,31.000,58.777,-151.001,-39.246,0.11,2.94,-1.03
-0.973,0.360,0.790,-6.000,18.000,31.000,79.285,-112.793,-58.411,0.13,2.95,-1.02
-1.019,0.266,0.534,-9.000,28.000,21.000,87.952,-99.487,-63.721,0.15,2.96,-1.01
-1.068,0.224,0.403,-9.000,28.000,21.000,95.093,-89.661,-65.735,0.17,2.98,-1.01
-1.092,0.284,0.410,-9.000,28.000,21.000,108.276,-96.619,-59.692,0.18,3.00,-1.00
-1.095,0.377,0.477,-9.000,28.000,21.000,114.441,-100.281,-69.519,0.20,3.02,-0.99
-1.144,0.361,0.450,-9.000,28.000,21.000,106.873,-92.529,-94.177,0.22,3.04,-0.97
-1.153,0.338,0.428,-6.000,34.000,7.000,99.426,-85.205,-113.342,0.24,3.06,-0.96
-1.215,0.273,0.437,-6.000,34.000,7.000,75.806,-81.543,-125.061,0.25,3.08,-0.94
-1.229,0.213,0.538,-6.000,34.000,7.000,67.139,-68.176,-128.540,0.27,3.10,-0.91
-1.191,0.161,0.614,-6.000,34.000,7.000,63.293,-49.805,-128.052,0.28,3.11,-0.89
-1.080,0.169,0.692,-6.000,34.000,7.000,63.660,-38.574,-125.854,0.28,3.13,-0.87
-0.986,0.132,0.654,1.000,36.000,8.000,67.017,-5.371,-119.141,0.29,-3.14,-0.85
-0.931,0.071,0.557,1.000,36.000,8.000,75.439,23.621,-99.121,0.28,-3.12,-0.83
-0.807,0.071,0.474,1.000,36.000,8.000,86.243,40.344,-71.411,0.28,-3.10,-0.82
-0.776,0.057,0.401,1.000,36.000,8.000,78.613,48.523,-53.650,0.27,-3.08,-0.81
-0.775,0.055,0.385,1.000,36.000,8.000,69.092,44.189,-32.043,0.26,-3.07,-0.81
-0.760,0.111,0.418,1.000,36.000,8.000,74.402,35.339,-5.920,0.26,-3.06,-0.80
-0.764,0.225,0.491,4.000,35.000,14.000,82.703,34.546,9.888,0.25,-3.05,-0.81
-0.786,0.323,0.516,4.000,35.000,14.000,85.876,35.950,13.733,0.25,-3.03,-0.81
-0.833,0.415,0.604,4.000,35.000,14.000,81.238,33.081,13.916,0.24,-3.02,-0.81
-0.786,0.428,1.020,4.000,35.000,14.000,27.771,14.771,-5.981,0.24,-3.01,-0.81
-0.760,0.338,1.094,4.000,35.000,14.000,18.921,60.730,-28.809,0.23,-3.01,-0.81
-0.809,0.259,0.989,5.000,34.000,14.000,37.048,114.990,-31.799,0.21,-3.00,-0.81
-0.816,0.177,0.764,5.000,34.000,14.000,53.162,136.414,-20.813,0.19,-3.00,-0.81
-0.653,0.164,0.590,5.000,34.000,14.000,53.101,146.667,-14.465,0.16,-2.99,-0.81
-0.604,0.093,0.413,5.000,34.000,14.000,49.805,134.766,1.404,0.14,-2.98,-0.81
-0.636,0.126,0.365,5.000,34.000,14.000,59.082,116.394,17.822,0.12,-2.97,-0.82
-0.631,0.296,0.581,0.000,29.000,25.000,78.186,75.562,46.814,0.11,-2.96,-0.83
-0.598,0.400,0.784,0.000,29.000,25.000,64.331,63.171,42.358,0.10,-2.95,-0.84
-0.539,0.364,0.832,0.000,29.000,25.000,31.433,72.449,13.794,0.09,-2.94,-0.84
-0.512,0.313,0.825,0.000,29.000,25.000,11.414,77.942,-7.935,0.08,-2.94,-0.84
-0.496,0.219,0.830,0.000,29.000,25.000,19.226,75.867,-6.531,0.07,-2.94,-0.84
-0.453,0.218,0.884,0.000,29.000,25.000,39.307,81.970,0.916,0.05,-2.93,-0.85
-0.440,0.229,0.888,-1.000,28.000,26.000,34.851,91.980,-4.578,0.04,-2.93,-0.85
-0.373,0.161,0.809,-1.000,28.000,26.000,28.015,96.558,-10.193,0.02,-2.92,-0.85
-0.355,-0.008,0.641,-1.000,28.000,26.000,19.470,99.365,-18.494,0.01,-2.92,-0.85
-0.386,-0.140,0.584,-1.000,28.000,26.000,13.794,82.153,-8.850,-0.01,-2.92,-0.85
-0.375,-0.171,0.638,-1.000,28.000,26.000,19.653,57.251,21.057,-0.02,-2.91,-0.86
-0.350,-0.093,0.809,-2.000,23.000,29.000,23.437,35.645,52.856,-0.02,-2.91,-0.87
-0.315,-0.022,0.888,-2.000,23.000,29.000,33.203,32.349,74.036,-0.02,-2.90,-0.88
-0.499,1.020,0.827,-2.000,23.000,29.000,55.664,40.833,152.527,-0.02,-2.89,-0.91
-0.293,2.232,0.810,-2.000,23.000,29.000,-26.611,5.737,-116.333,-0.03,-2.90,-0.89
-0.574,-0.286,1.522,-2.000,23.000,29.000,-31.311,10.681,-275.879,-0.04,-2.90,-0.85
-0.435,-0.192,0.852,0.000,22.000,28.000,12.207,68.726,-188.232,-0.06,-2.90,-0.82
-0.337,0.234,0.616,0.000,22.000,28.000,40.588,65.857,-93.750,-0.07,-2.90,-0.81
-0.330,-0.073,1.148,0.000,22.000,28.000,27.527,19.348,-97.534,-0.08,-2.89,-0.79
-0.253,0.364,0.999,0.000,22.000,28.000,35.095,47.241,-68.298,-0.09,-2.89,-0.78
-0.258,0.433,0.905,0.000,22.000,28.000,8.179,49.988,-94.055,-0.10,-2.89,-0.77
-0.278,0.349,0.958,4.000,20.000,34.000,-7.629,44.189,-131.287,-0.12,-2.89,-0.75
-0.247,0.119,1.110,4.000,20.000,34.000,12.512,56.824,-140.259,-0.13,-2.89,-0.73
-0.141,0.298,1.044,4.000,20.000,34.000,11.230,76.538,-146.912,-0.15,-2.89,-0.71
-0.136,0.151,0.995,4.000,20.000,34.000,3.296,83.862,-143.066,-0.17,-2.90,-0.69
-0.065,0.105,0.784,4.000,20.000,34.000,-18.311,84.839,-143.250,-0.19,-2.90,-0.67
-0.086,-0.088,0.905,4.000,20.000,34.000,-22.705,67.505,-138.794,-0.20,-2.91,-0.65
-0.056,0.391,1.703,9.000,15.000,41.000,28.259,58.105,-96.069,-0.22,-2.91,-0.63
-0.059,0.047,0.985,9.000,15.000,41.000,54.199,142.212,-116.699,-0.25,-2.90,-0.62
-0.061,-0.192,1.008,9.000,15.000,41.000,45.532,140.930,-106.079,-0.27,-2.90,-0.61
-0.002,-0.266,1.231,9.000,15.000,41.000,67.078,136.108,-69.153,-0.30,-2.89,-0.60
0.065,-0.607,1.387,9.000,15.000,41.000,130.432,174.011,-6.042,-0.33,-2.86,-0.61
0.066,-0.430,0.987,5.000,2.000,42.000,166.382,180.359,73.303,-0.35,-2.83,-0.63
0.115,-0.251,0.916,5.000,2.000,42.000,174.561,160.400,109.192,-0.37,-2.79,-0.66
0.184,-0.277,0.846,5.000,2.000,42.000,174.316,152.222,122.131,-0.39,-2.75,-0.69
0.360,-0.266,0.763,5.000,2.000,42.000,193.298,123.169,146.851,-0.40,-2.70,-0.72
0.488,-0.116,0.889,5.000,2.000,42.000,218.262,83.862,159.546,-0.40,-2.65,-0.75
0.468,-0.283,0.949,-9.000,-9.000,41.000,173.157,71.289,147.278,-0.40,-2.61,-0.78
0.425,-0.439,0.895,-9.000,-9.000,41.000,143.799,74.829,153.931,-0.40,-2.57,-0.82
0.385,-0.653,0.741,-9.000,-9.000,41.000,165.894,66.406,192.749,-0.39,-2.53,-0.85
0.395,-0.552,0.579,-9.000,-9.000,41.000,203.186,29.053,240.051,-0.37,-2.48,-0.89
0.484,-0.095,0.628,-9.000,-9.000,41.000,180.481,-20.081,257.568,-0.34,-2.44,-0.92
0.440,0.255,0.855,-9.000,-9.000,41.000,142.639,-35.767,239.014,-0.31,-2.41,-0.95
0.135,-0.266,1.213,-17.000,-15.000,39.000,72.632,-15.991,190.186,-0.28,-2.39,-0.97
0.220,-0.064,0.627,-17.000,-15.000,39.000,102.539,36.377,198.425,-0.27,-2.36,-1.00
0.394,-0.230,0.455,-17.000,-15.000,39.000,135.193,9.094,173.462,-0.25,-2.33,-1.03
0.459,-0.314,0.548,-17.000,-15.000,39.000,132.141,-35.828,179.443,-0.22,-2.31,-1.04
0.500,-0.184,0.539,-17.000,-15.000,39.000,88.074,-62.134,194.275,-0.19,-2.29,-1.06
0.442,0.036,0.542,-21.000,-22.000,32.000,38.208,-84.778,173.157,-0.16,-2.28,-1.07
0.317,-0.049,0.720,-21.000,-22.000,32.000,22.705,-95.154,150.574,-0.13,-2.28,-1.07
0.257,-0.025,0.902,-21.000,-22.000,32.000,34.546,-82.031,134.888,-0.10,-2.27,-1.07
0.276,-0.073,0.921,-21.000,-22.000,32.000,45.044,-70.740,125.916,-0.08,-2.26,-1.08
0.435,-0.263,0.665,-21.000,-22.000,32.000,76.355,-55.054,125.000,-0.06,-2.25,-1.09
0.350,-0.328,0.655,-18.000,-27.000,31.000,92.651,-67.261,165.955,-0.03,-2.23,-1.09
0.151,0.026,1.112,-18.000,-27.000,31.000,105.774,-79.773,215.576,0.01,-2.21,-1.11
0.138,0.199,1.272,-18.000,-27.000,31.000,143.860,-51.208,200.867,0.04,-2.19,-1.12
0.194,-0.186,1.090,-18.000,-27.000,31.000,145.264,-18.311,150.757,0.06,-2.16,-1.13
0.249,-0.364,0.976,-18.000,-27.000,31.000,135.742,-9.644,150.269,0.08,-2.14,-1.14
0.294,-0.643,0.815,-13.000,-31.000,25.000,173.157,-18.555,218.872,0.12,-2.11,-1.16
0.148,-0.650,0.925,-13.000,-31.000,25.000,225.159,-33.813,326.721,0.17,-2.08,-1.18
0.075,0.097,1.088,-13.000,-31.000,25.000,187.805,-49.683,328.796,0.22,-2.05,-1.20
0.129,0.333,1.298,-13.000,-31.000,25.000,152.039,-50.049,261.047,0.26,-2.03,-1.21
0.431,-0.012,1.396,-13.000,-31.000,25.000,76.782,-20.203,128.967,0.28,-2.01,-1.22
0.333,-0.222,1.179,-13.000,-31.000,25.000,77.026,31.067,113.281,0.30,-2.01,-1.23
0.239,-0.674,1.245,-12.000,-37.000,27.000,186.279,59.326,171.570,0.32,-1.98,-1.25
0.279,-0.463,1.036,-12.000,-37.000,27.000,174.622,77.393,233.826,0.35,-1.96,-1.28
0.305,-0.258,0.809,-12.000,-37.000,27.000,108.887,75.989,216.675,0.38,-1.95,-1.31
0.474,-0.032,0.355,-12.000,-37.000,27.000,50.354,48.035,168.030,0.40,-1.95,-1.33
0.510,0.248,0.293,-12.000,-37.000,27.000,6.042,-26.978,127.380,0.42,-1.95,-1.33
0.514,0.000,0.459,-8.000,-40.000,23.000,-0.854,-92.773,106.323,0.44,-1.94,-1.32
0.369,-0.531,0.716,-8.000,-40.000,23.000,6.470,-122.009,123.413,0.47,-1.94,-1.31
0.319,-0.187,1.310,-8.000,-40.000,23.000,21.545,-148.804,163.147,0.51,-1.93,-1.30
0.411,0.091,1.262,-8.000,-40.000,23.000,40.955,-77.087,134.888,0.53,-1.92,-1.29
0.419,0.213,0.419,-8.000,-40.000,23.000,58.044,-14.282,90.698,0.55,-1.91,-1.29
0.381,0.311,0.018,-6.000,-36.000,23.000,69.336,-76.782,48.340,0.56,-1.89,-1.28
0.324,0.268,0.212,-6.000,-36.000,23.000,45.654,-201.599,-0.977,0.57,-1.86,-1.24
0.180,-0.143,0.881,-6.000,-36.000,23.000,46.082,-246.338,-25.940,0.57,-1.83,-1.19
0.201,-0.579,1.603,-6.000,-36.000,23.000,70.496,-170.288,21.240,0.58,-1.80,-1.16
0.250,-0.366,1.193,-6.000,-36.000,23.000,126.770,-92.712,83.374,0.60,-1.77,-1.15
0.130,0.190,0.626,-1.000,-31.000,19.000,140.625,-105.164,79.285,0.62,-1.73,-1.13
0.046,-0.120,1.024,-1.000,-31.000,19.000,124.817,-163.818,17.395,0.62,-1.69,-1.09
0.034,-0.551,1.181,-1.000,-31.000,19.000,137.695,-149.841,-8.789,0.63,-1.65,-1.06
-0.044,-0.569,0.940,-1.000,-31.000,19.000,167.053,-111.877,13.123,0.63,-1.60,-1.04
-0.099,-0.483,0.623,-1.000,-31.000,19.000,174.133,-117.187,21.179,0.63,-1.56,-1.01
-0.065,-0.605,0.917,-1.000,-31.000,19.000,145.081,-171.326,4.395,0.63,-1.51,-0.98
-0.095,-0.956,1.911,-4.000,-34.000,24.000,200.562,-69.641,31.555,0.63,-1.47,-0.96
-0.119,-0.782,0.251,-4.000,-34.000,24.000,273.560,-3.540,63.965,0.64,-1.42,-0.96
-0.123,0.012,-0.710,-4.000,-34.000,24.000,211.792,-232.483,-3.418,0.64,-1.36,-0.91
-0.392,-0.175,0.842,-4.000,-34.000,24.000,220.642,-316.406,-66.833,0.61,-1.29,-0.85
-0.672,-1.318,1.622,-4.000,-34.000,24.000,294.495,-245.666,-165.955,0.57,-1.21,-0.81
-0.396,-1.842,0.856,-22.000,-22.000,29.000,271.057,-80.383,-101.257,0.55,-1.16,-0.81
-0.344,-0.827,0.455,-22.000,-22.000,29.000,259.094,-45.837,31.555,0.55,-1.11,-0.80
-0.396,-0.466,0.477,-22.000,-22.000,29.000,201.965,-67.993,3.845,0.55,-1.07,-0.78
-0.501,-1.091,0.282,-22.000,-22.000,29.000,181.763,-71.960,-63.782,0.53,-1.04,-0.78
-0.582,-1.349,0.129,-22.000,-22.000,29.000,171.997,-80.505,-54.993,0.51,-1.01,-0.77
-0.620,-1.230,0.085,-32.000,-17.000,20.000,180.298,-86.548,-31.860,0.50,-0.98,-0.76
-0.659,-1.081,-0.108,-32.000,-17.000,20.000,202.759,-92.712,-48.584,0.49,-0.94,-0.75
-0.655,-1.138,-0.189,-32.000,-17.000,20.000,204.041,-123.169,-57.556,0.47,-0.90,-0.74
-0.642,-0.991,0.029,-32.000,-17.000,20.000,195.557,-143.616,-61.279,0.44,-0.86,-0.73
-0.581,-0.839,0.271,-32.000,-17.000,20.000,195.740,-138.916,-70.374,0.42,-0.83,-0.72
-0.521,-0.891,0.038,-37.000,-10.000,0.000,213.623,-98.816,-90.271,0.40,-0.79,-0.72
-0.512,-0.853,-0.216,-37.000,-10.000,0.000,227.356,-76.904,-100.891,0.38,-0.76,-0.72
-0.544,-0.417,-0.268,-37.000,-10.000,0.000,225.647,-80.200,-127.686,0.36,-0.72,-0.73
-0.661,-0.525,-0.253,-37.000,-10.000,0.000,199.158,-87.158,-212.402,0.32,-0.70,-0.75
-0.896,-0.740,-0.239,-37.000,-10.000,0.000,207.336,-72.632,-268.738,0.29,-0.67,-0.78
-0.891,-0.896,-0.484,-37.000,-10.000,0.000,209.717,-37.781,-260.376,0.26,-0.65,-0.81
-0.802,-0.886,-0.714,-34.000,6.000,-16.000,184.509,-32.776,-207.214,0.23,-0.62,-0.83
-0.768,-0.846,-0.744,-34.000,6.000,-16.000,170.654,-57.556,-157.898,0.21,-0.60,-0.85
-0.790,-0.640,-0.671,-34.000,6.000,-16.000,179.382,-78.308,-134.949,0.19,-0.58,-0.86
-0.897,-0.206,-0.528,-34.000,6.000,-16.000,174.866,-77.698,-141.724,0.16,-0.55,-0.88
-0.954,0.087,-0.676,-34.000,6.000,-16.000,157.043,-72.754,-175.232,0.14,-0.53,-0.90
-0.969,-0.164,-0.885,-20.000,10.000,-26.000,150.879,-77.637,-191.162,0.12,-0.50,-0.92
-0.788,-0.496,-0.781,-20.000,10.000,-26.000,161.926,-89.294,-190.063,0.09,-0.48,-0.94
-0.788,-0.080,-0.930,-20.000,10.000,-26.000,158.508,-75.317,-168.152,0.07,-0.46,-0.96
-0.973,0.531,-0.721,-20.000,10.000,-26.000,144.592,-110.535,-176.514,0.04,-0.43,-0.98
-0.840,0.470,-0.407,-20.000,10.000,-26.000,167.969,-110.535,-197.632,0.01,-0.40,-1.00
-0.788,0.060,-1.246,-2.000,15.000,-37.000,195.618,-39.795,-240.906,-0.01,-0.37,-1.04
-0.702,0.198,-1.222,-2.000,15.000,-37.000,189.270,-84.412,-223.816,-0.03,-0.34,-1.07
-0.636,0.324,-0.886,-2.000,15.000,-37.000,159.973,-127.808,-215.698,-0.06,-0.31,-1.09
-0.595,0.346,-0.767,-2.000,15.000,-37.000,138.000,-133.911,-216.736,-0.09,-0.29,-1.12
-0.457,0.427,-0.471,-2.000,15.000,-37.000,159.668,-102.661,-211.548,-0.12,-0.26,-1.15
-0.423,0.497,-0.627,17.000,12.000,-44.000,211.731,-49.377,-192.017,-0.13,-0.22,-1.18
-0.471,0.696,-0.743,17.000,12.000,-44.000,238.098,-24.353,-163.391,-0.14,-0.17,-1.21
-0.456,0.905,-0.816,17.000,12.000,-44.000,225.525,-18.921,-167.480,-0.15,-0.13,-1.23
-0.477,0.953,-0.973,17.000,12.000,-44.000,207.642,-27.100,-177.673,-0.16,-0.09,-1.26
-0.433,0.887,-0.805,17.000,12.000,-44.000,167.175,-66.833,-197.571,-0.17,-0.05,-1.30
-0.346,0.502,-0.312,31.000,0.000,-33.000,151.245,-88.806,-201.294,-0.18,-0.02,-1.33
-0.240,0.324,-0.232,31.000,0.000,-33.000,188.843,-47.852,-154.297,-0.19,0.02,-1.36
-0.180,0.600,-0.461,31.000,0.000,-33.000,206.787,-14.343,-97.656,-0.19,0.06,-1.38
-0.150,0.888,-0.542,31.000,0.000,-33.000,184.204,-25.574,-77.393,-0.20,0.10,-1.39
-0.174,1.047,-0.486,31.000,0.000,-33.000,147.095,-52.490,-62.683,-0.20,0.12,-1.40
-0.161,1.143,-0.312,31.000,0.000,-33.000,124.390,-43.335,-134.888,-0.21,0.15,-1.43
-0.019,0.569,-0.312,42.000,-5.000,-27.000,120.300,-34.119,-170.410,-0.21,0.18,-1.46
0.176,0.192,-0.181,42.000,-5.000,-27.000,133.911,-33.936,-122.070,-0.21,0.21,-1.48
0.266,0.139,-0.186,42.000,-5.000,-27.000,145.020,-30.945,-87.036,-0.21,0.24,-1.49
0.208,0.625,0.008,42.000,-5.000,-27.000,152.344,-40.833,-14.160,-0.22,0.27,-1.50
0.229,1.146,0.258,42.000,-5.000,-27.000,162.964,-42.114,16.113,-0.23,0.30,-1.50
0.408,1.066,0.048,46.000,-12.000,-17.000,146.545,-5.981,-21.484,-0.23,0.32,-1.50
0.356,1.011,-0.185,46.000,-12.000,-17.000,108.459,-10.193,-63.904,-0.23,0.34,-1.51
0.265,1.290,-0.028,46.000,-12.000,-17.000,64.087,-55.420,-91.675,-0.23,0.36,-1.53
0.246,1.407,0.183,46.000,-12.000,-17.000,53.406,-90.088,-138.489,-0.24,0.38,-1.56
0.310,1.599,0.455,46.000,-12.000,-17.000,61.462,-77.820,-222.900,-0.23,0.40,-1.60
0.391,1.270,0.337,46.000,-24.000,-6.000,34.363,-53.162,-332.703,-0.22,0.42,-1.66
0.376,0.070,0.096,46.000,-24.000,-6.000,17.822,-71.350,-325.317,-0.21,0.44,-1.71
0.486,-0.307,0.567,46.000,-24.000,-6.000,36.011,-86.548,-254.211,-0.21,0.45,-1.76
0.748,0.592,0.725,46.000,-24.000,-6.000,77.759,-36.194,-115.173,-0.21,0.47,-1.78
0.772,0.802,0.177,46.000,-24.000,-6.000,53.162,26.611,-124.268,-0.19,0.48,-1.80
0.663,0.400,0.144,38.000,-36.000,0.000,28.259,-13.550,-157.288,-0.18,0.49,-1.82
0.658,0.528,0.400,38.000,-36.000,0.000,38.879,-36.377,-130.005,-0.18,0.50,-1.85
0.736,0.598,0.547,38.000,-36.000,0.000,47.424,-22.522,-123.901,-0.18,0.52,-1.87
0.802,0.443,0.505,38.000,-36.000,0.000,50.049,5.615,-135.498,-0.17,0.53,-1.89
0.868,0.234,0.343,38.000,-36.000,0.000,24.719,5.432,-122.314,-0.16,0.53,-1.90
0.840,0.335,0.212,38.000,-36.000,0.000,10.559,-10.193,-103.394,-0.15,0.54,-1.92
0.764,0.486,0.059,32.000,-42.000,-8.000,25.208,-19.470,-93.994,-0.15,0.55,-1.93
0.733,0.539,0.395,32.000,-42.000,-8.000,50.537,-49.805,-96.924,-0.15,0.56,-1.95
0.814,0.070,0.562,32.000,-42.000,-8.000,26.672,-45.471,-124.878,-0.14,0.57,-1.97
0.866,-0.029,0.128,32.000,-42.000,-8.000,24.109,-15.686,-97.656,-0.14,0.57,-1.99
0.777,0.207,0.155,32.000,-42.000,-8.000,53.101,-49.011,-59.448,-0.14,0.58,-2.00
0.718,0.247,0.542,27.000,-46.000,-1.000,60.791,-74.829,-56.213,-0.15,0.59,-2.02
0.739,0.159,0.541,27.000,-46.000,-1.000,62.805,-43.152,-54.626,-0.15,0.61,-2.03
0.786,0.005,0.314,27.000,-46.000,-1.000,82.520,-36.926,-33.569,-0.16,0.62,-2.04
0.787,-0.012,0.356,27.000,-46.000,-1.000,107.056,-52.795,-9.644,-0.16,0.64,-2.04
0.784,-0.077,0.484,27.000,-46.000,-1.000,111.084,-55.603,1.282,-0.17,0.66,-2.05
0.717,0.091,0.562,25.000,-47.000,11.000,111.267,-52.124,26.123,-0.19,0.68,-2.05
0.794,0.190,0.596,25.000,-47.000,11.000,93.567,-46.875,25.757,-0.20,0.69,-2.05
0.818,-0.120,0.581,25.000,-47.000,11.000,60.791,-40.710,9.338,-0.20,0.70,-2.06
0.835,-0.171,0.725,25.000,-47.000,11.000,44.373,-46.021,23.437,-0.21,0.71,-2.06
0.852,-0.195,0.772,25.000,-47.000,11.000,20.142,-33.142,39.917,-0.22,0.71,-2.06
0.807,-0.269,0.678,23.000,-44.000,12.000,8.728,-16.663,67.932,-0.23,0.71,-2.05
0.772,-0.203,0.709,23.000,-44.000,12.000,3.235,-12.390,100.159,-0.25,0.71,-2.04
0.778,-0.153,0.719,23.000,-44.000,12.000,-15.625,1.404,125.244,-0.26,0.70,-2.02
0.745,-0.209,0.675,23.000,-44.000,12.000,-26.672,5.310,138.672,-0.28,0.69,-2.00
0.717,-0.235,0.634,23.000,-44.000,12.000,-38.208,12.207,175.598,-0.30,0.67,-1.97
0.647,-0.176,0.490,23.000,-44.000,12.000,-43.884,17.822,222.290,-0.32,0.65,-1.94
0.513,-0.023,0.386,36.000,-34.000,8.000,-62.988,10.559,269.409,-0.35,0.63,-1.90
0.420,0.166,0.396,36.000,-34.000,8.000,-84.412,-7.202,307.251,-0.38,0.60,-1.86
0.398,0.290,0.385,36.000,-34.000,8.000,-103.699,-14.893,331.909,-0.41,0.56,-1.81
0.315,0.502,0.330,36.000,-34.000,8.000,-138.184,-22.949,335.205,-0.44,0.52,-1.76
0.200,0.649,0.361,36.000,-34.000,8.000,-179.749,-27.222,326.660,-0.47,0.47,-1.71
0.050,0.769,0.336,50.000,-13.000,-5.000,-204.224,-13.489,316.162,-0.50,0.41,-1.66
-0.094,0.925,0.180,50.000,-13.000,-5.000,-208.557,-8.057,308.838,-0.52,0.35,-1.60
-0.162,1.044,0.113,50.000,-13.000,-5.000,-212.097,-12.390,283.203,-0.53,0.29,-1.55
-0.188,1.046,0.117,50.000,-13.000,-5.000,-220.764,-18.188,249.695,-0.55,0.23,-1.51
-0.183,1.076,0.234,50.000,-13.000,-5.000,-222.717,-20.813,226.013,-0.56,0.18,-1.46
-0.229,1.121,0.258,46.000,4.000,-18.000,-213.928,-8.179,209.839,-0.56,0.12,-1.43
-0.340,1.089,0.162,46.000,4.000,-18.000,-215.149,12.085,189.575,-0.56,0.07,-1.39
-0.393,1.045,0.087,46.000,4.000,-18.000,-213.501,33.875,173.096,-0.56,0.01,-1.36
-0.488,0.931,-0.097,46.000,4.000,-18.000,-206.482,48.584,169.250,-0.55,-0.04,-1.32
-0.653,0.855,-0.192,46.000,4.000,-18.000,-184.753,54.504,178.894,-0.54,-0.08,-1.29
-0.781,0.882,-0.291,31.000,19.000,-27.000,-168.091,60.547,187.256,-0.52,-0.13,-1.26
-0.808,0.956,-0.426,31.000,19.000,-27.000,-143.738,65.430,196.106,-0.51,-0.17,-1.22
-0.760,0.931,-0.326,31.000,19.000,-27.000,-142.273,49.805,187.866,-0.49,-0.21,-1.19
-0.714,0.846,-0.111,31.000,19.000,-27.000,-153.931,49.744,180.359,-0.48,-0.24,-1.16
-0.758,0.855,-0.109,31.000,19.000,-27.000,-153.809,77.820,177.979,-0.46,-0.28,-1.13
-0.987,0.851,-0.365,31.000,19.000,-27.000,-143.372,106.018,164.490,-0.43,-0.31,-1.11
-1.055,0.860,-0.501,19.000,26.000,-27.000,-121.338,108.582,148.926,-0.40,-0.34,-1.09
-0.980,0.907,-0.551,19.000,26.000,-27.000,-120.666,89.905,130.005,-0.38,-0.37,-1.07
-0.819,0.804,-0.264,19.000,26.000,-27.000,-130.676,91.492,111.633,-0.36,-0.39,-1.06
-0.748,0.626,-0.186,19.000,26.000,-27.000,-117.004,107.361,105.286,-0.33,-0.41,-1.05
-0.812,0.507,-0.288,19.000,26.000,-27.000,-114.441,111.023,104.187,-0.31,-0.44,-1.04
-0.881,0.364,-0.305,3.000,33.000,-22.000,-116.028,114.258,102.173,-0.28,-0.46,-1.03
-0.942,0.286,-0.251,3.000,33.000,-22.000,-115.967,115.784,100.403,-0.26,-0.48,-1.03
-0.926,0.222,-0.147,3.000,33.000,-22.000,-122.009,118.347,98.267,-0.23,-0.50,-1.02
-0.963,0.213,-0.074,3.000,33.000,-22.000,-127.197,129.822,100.952,-0.20,-0.52,-1.02
-1.072,0.257,-0.064,3.000,33.000,-22.000,-113.464,147.644,112.671,-0.17,-0.54,-1.01
-1.120,0.251,-0.097,-8.000,34.000,-8.000,-93.384,163.391,121.765,-0.13,-0.56,-1.01
-1.140,0.169,-0.204,-8.000,34.000,-8.000,-79.407,160.095,116.943,-0.10,-0.57,-1.01
-1.049,0.161,-0.037,-8.000,34.000,-8.000,-67.505,148.865,109.680,-0.06,-0.58,-1.01
-1.129,0.224,0.017,-8.000,34.000,-8.000,-44.922,148.132,99.487,-0.03,-0.59,-1.01
-1.239,0.196,-0.122,-8.000,34.000,-8.000,-28.870,141.541,94.360,-0.00,-0.59,-1.01
